
RITZ,20/10/05 17:23:50,Clock In
RITZ,20/10/05 19:53:58,Clock Out
RITZ,20/10/05 19:54:15,Clock Out
OBAMA,21/04/17 23:29:10,Clock In
OBAMA,21/04/18 03:08:56,Clock In
OBAMA,21/04/18 03:18:12,Clock In
